Page URL,sentence
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"「…このまま私を行かせてくれたら
侯爵殿をお返しするが、どうかね？
剣士アルガス
「ふざけるなッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,オレたちにかなうとでも思うのかッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"剣士ディリータ
「よせッ、アルガス。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,彼は本気だ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"ラムザたち：壁際に沿ってじりじりと奥の侯爵の方へ移動
ウィーグラフ：呼応して出口の方へ移動
エルムドア侯爵
「う…うう……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"一瞬の隙をついて、ウィーグラフ逃走、退場
ラムザ：エルムドア侯爵に駆け寄る
アルガス：ウィーグラフを追おうとする
剣士ディリータ
「行かせるんだ、アルガスッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"剣士アルガス
「なぜ止めるッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"剣士ディリータ
「放っておいても骸旅団は全滅する！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,わざわざ危険を冒す必要はないッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"剣士アルガス
「…ぐッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"剣士ラムザ
「大丈夫。弱っているだけで
特に外傷はない。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"アルガス：ラムザ・侯爵の方に歩み寄る
剣士ディリータ
「イグーロスへ戻ろう…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script107.html,"← 戻る
進む →
[
Home
] ＞ [
Storage
] ＞ [
Script - Final Fantasy Tactics
]"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"１章　イグーロス城（ゼクラス砂漠攻略後）
（ワールドマップから）
イグーロス城
（執務室）　　→記録：ガリオンヌの領主
ダイスダーグの前に、ラムザ、ディリータ、アルガスが並んで立っている
70/2-02
ダイスダーグ卿
「…いったい、どういうことだ？
何故、ゼクラス砂漠へ行ったのだ？
剣士ラムザ
「…………。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ダイスダーグ卿
「黙っていたのではわからん。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,説明しろと言っている…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"剣士ディリータ
「自分がラムザを
無理矢理、誘いました。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ダイスダーグ卿
「そうなのか、ラムザ？
ディリータのせいなのか？
剣士ラムザ
「…いえ、自分の意志です。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,ディリータのせいじゃありません。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"剣士ディリータ
「いいえ、ラムザはウソを
言っています。悪いのは…
剣士ラムザ
「僕をかばわなくていい。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,命令違反をしたのは僕の意志だ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ダイスダーグ卿
「…皆が勝手気ままに振る舞うとしたら
何のために“法”が存在するのだ？
「我々ベオルブ家の人間は
“法”を順守する尊さを
騎士の規範として示さねばならぬ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"「ベオルブの名を汚すつもりかッ？
剣士ラムザ
「……すみません、兄さん。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"男の声
「もう、よいではないか、
ダイスダーグ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"庭に面した扉が開き、ラーグ公登場
ラムザ、ディリータ：跪く
アルガス：二人の行動を見てあわてて跪く
身なりのよい男
「侯爵を救出した功績は大きい。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,そう目くじらを立てなくともよい。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"「功をあせる若い戦士たちの気持ちも
わかるというもの。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,かつては、我らもそうであった。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ダイスダーグ卿
「…甘やかされては他の者たちに対して
けじめがつきませぬぞ、ラーグ閣下。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ラーグ公
「そなたがダイスダーグの弟か。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,…楽にしてよいぞ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ラムザ：起立する
「なるほど、亡きバルバネス将軍に
そっくりだな…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,よい、面構えだ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"「そのありあまる若さと力は
城の警護だけで補えるものでも
あるまい……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ラーグ公：ダイスダーグに視線を向ける
ダイスダーグ：目を閉じ少しうつむいて
ダイスダーグ卿
「…骸旅団せん滅作戦も大詰めだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,おまえたちの参加を許そう。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"「いくつかの盗賊どものアジトを
一斉に襲撃する。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,そのひとつをおまえたちに任そう。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"剣士ラムザ
「…はい。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ラムザたち：一礼し、退場
ラーグ公：窓際に立ち庭を眺める
ダイスダーグ卿
「申し訳ありませぬ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ラーグ公
「気にするな、ダイスダーグ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"「所詮、ギュスタヴも
その程度の男だったということだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"「侯爵誘拐がガリオンヌ領で
行われた時点で、計画変更は
避けようがなかったのだ…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,「それに侯爵の命を助けたのは事実。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"こちらの要求に対して侯爵側も
妥協しないわけにはいくまい。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"「結果として、貴公の弟君の行動は
我々を有利な立場にしてくれた…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ダイスダーグ卿
「国王の命もあとわずか…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,事を急がねば…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"ラーグ公
「ああ、期待しているとも。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,我が友よ…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script108.html,"← 戻る
進む →
[
Home
] ＞ [
Storage
] ＞ [
Script - Final Fantasy Tactics
]"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"１章　盗賊の砦～イグーロス（骸旅団の襲撃！）
（ワールドマップから）
盗賊の砦
降雨
SE
剣士ミルウーダ
「そう、本隊との連絡も途切れたのね。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,私たちも、もうおしまいのようね…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"骸旅団白魔道士
「なに言っているんですか！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"戦いは
まだ終わってないじゃないですかッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"骸旅団白魔道士
「そうですよ。やつら、貴族どもが
我々に謝罪するまで続くんですッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士ミルウーダ
「兄さんの…、
兄さんのやり方が甘いから……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ラムザたちの足音
骸旅団見張り
「て、敵襲ッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"敵ユニット：位置につく
10/1-30
剣士アルガス
「侯爵様を救出できたのも
ラムザたちのおかげだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,「この作戦が終了するまでは手伝うぜ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"【勝利条件：剣士ミルウーダを倒せ！】
▼
ミルウーダAT
▼
ミルウーダHP=約70%以下
▼
アルガスHP=1以上
…………条件(1)
剣士ミルウーダ
「貴族がなんだというんだ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,私たちは貴族の家畜じゃない！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,「私たちは人間だわ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,貴方たちと同じ人間よッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"「私たちと貴方たちと間に
どんな差があるっていうの！？
生まれた家が違うだけじゃないの！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"「ひもじい思いをしたことがある？
数ヶ月間も豆だけのスープで
暮らしたことがあるの？
「なぜ私たちが飢えなければならない？
それは貴方たち貴族が奪うからだ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,生きる権利のすべてを奪うからだッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士アルガス
「同じ人間だと？
フン、汚らわしいッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"「生まれた瞬間からおまえたちは
オレたち貴族に尽くさねばならない！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"「生まれた瞬間からおまえたちは
オレたち貴族の家畜なんだッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士ミルウーダ
「誰が決めたッ！？
そんな理不尽なこと、誰が決めたッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士アルガス
「それは天の意志だ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士ミルウーダ
「天の意志？
神がそのようなことを宣うものか！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,「神の前では何人たりとも平等のはず！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"神はそのようなことをお許しには
ならない！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,なるはずがないッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士アルガス
「家畜に神はいないッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士ミルウーダ
「！！！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"▼
条件(1)をクリア
▼
ディリータAT
剣士ディリータ
「ラムザ、
彼女は本当に僕らの敵なのか…？
▼
ミルウーダHP=0
剣士ラムザ
「おとなしく剣を捨てるんだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,抵抗しなければ命だけは助けよう。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"【戦闘終了】
43/1-13
（引き続き）
盗賊の砦
→記録：骸旅団の女剣士
雨足が強くなり、ときおり雷鳴が轟く
ミルウーダ：うずくまっている
SE
剣士ミルウーダ
「殺せ、殺すがいい。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,我々はどうせ家畜なんだ…、殺せッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"間
剣士ラムザ
「それほどまでに僕らが憎いのか…？
剣士アルガス
「ラムザッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,やれ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,殺すんだッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,「こいつはおまえの敵だ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,ベオルブ家の敵だ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,わかるか？　おまえの敵なんだよ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,「こいつは敗者だ。人生の敗者だ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"敗者を生かしておく余裕は
どこにもない！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"「こいつを殺さなければ
次に死ぬのはオレたちだ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,共に歩む道など、どこにもない！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,「殺せッ、ラムザッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,おまえがその手でやるんだッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士ディリータ
「ラムザ、
僕には彼女が敵とは思えない…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士アルガス
「なんだと？
気でも狂ったのか、ディリータ？
剣士ディリータ
「彼女は家畜じゃない…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,そうさ、僕らと同じ人間だ…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"剣士アルガス
「裏切るのか、ディリータ！？
やはり、おまえは……！！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ミルウーダ：立ち上がり
剣士ミルウーダ
「情けをかけるのか。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,なめられたものね…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"「あなたが、あのベオルブ家の一員で
ある以上、あなたは私の敵よ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,それを覚えておくといいわ…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ミルウーダ：片足をひきずりながら退場
剣士ラムザ
「ディリータ…、僕らは……？
ディリータ：黙って首を横に振る
アルガス：ミルウーダが去っていた方に数歩進み、腕組みをして横を向き
剣士アルガス
「チッ、どいつもこいつも……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"（引き続き）
イグーロス
（ベオルブ邸前）　　→記録：骸旅団の襲撃！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"同時刻
ガリオンヌの成都イグーロス
ベオルブ邸
76/1-32
雷雨
ティータ
「イヤッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,やめてッ、離してッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ティータ：誘拐犯にチョコボに乗せられ、退場
騎士ゴラグロス
「早くしろッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"アルマ：連れ去られようとしている
アルマ
「痛いッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,手を離してッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,兄さんッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ザルバッグ：登場、誘拐犯を斬る
騎士ゴラグロス
「チッ、ここまでかッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ゴラグロス：チョコボで逃走、退場
聖騎士ザルバッグ
「大丈夫か、アルマ？
アルマ
「ええ、私は大丈夫。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,それよりティータが…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"聖騎士ザルバッグ
「ああ、わかっている。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ダイスダーグ：登場、手傷を負っている
アルマ：倒れ込むダイスダーグを支える
聖騎士ザルバッグ
「兄上ッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ダイスダーグ卿
「わ、私は大丈夫だ…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"アルマは…無事か……？
アルマ
「はい、なんともありません。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,ひどい怪我……。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ダイスダーグ卿
「ま、まさか、ここを襲撃するとは…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,私を狙ってきたか……。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"聖騎士ザルバッグ
「５人ほどやられました…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,ティータもさらわれてしまいました。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ダイスダーグ卿
「やつらを追え…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,草の根を分けても捜し出せ…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"アルマ
「兄さん、それ以上、しゃべらないで！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ダイスダーグ卿
「骸旅団め……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"ダイスダーグ：崩れ落ちる
アルマ
「兄さん、兄さんッ、しっかりしてッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"聖騎士ザルバッグ
「誰かッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,誰かいないのかッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script109.html,"← 戻る
進む →
[
Home
] ＞ [
Storage
] ＞ [
Script - Final Fantasy Tactics
]"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"１章　イグーロス城（骸旅団襲撃後）
（ワールドマップから）
イグーロス城
（ベオルブ邸内）
寝台に臥せっているダイスダーグ、横に立つラムザ
少し離れてディリータ、アルガス、アルマが立っている
70/2-02
ダイスダーグ卿
「敵のアジトを落としたそうだな…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,よくやった…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"「あとは、ザルバッグに任せて
ゆっくりと休むがいい…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,ご苦労だったな…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"ダイスダーグ：顔をラムザの方に向け
ダイスダーグ卿
「心配するな…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,たいした傷ではない…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ラムザ
「兄さん、ティータは…、
ティータはどうなるんですか…？
アルマ：一歩前へ身を乗り出す
ダイスダーグ：顔を正面に戻す
ダイスダーグ卿
「…やつらの本拠地を発見次第、
ザルバッグが総攻撃をかける。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"ディリータ：一歩前へ身を乗り出す
剣士ラムザ
「そ、そんな…！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"ダイスダーグ卿
「骸旅団はもうガタガタだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,逃げている者も数十人しかいない。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"「頭目のウィーグラフは未だに
捕らえていないが、
それも時間の問題だろう…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ラムザ
「ティータを……
ティータを見殺しにするんですか？
ダイスダーグ：再び顔をラムザの方に向ける
ダイスダーグ卿
「心配するな。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,手は打ってある。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"「ティータの身柄を取り戻すまでは
総攻撃などはせん。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,絶対にな…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"「実の妹のように想っているティータを
見殺しになどするものか…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"（引き続き）
イグーロス城
（ベオルブ邸前）　　→記録：怒りのディリータ
剣士ラムザ
「待てよ、ディリータ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,どこへ行こうっていうんだ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,「とにかく、落ちつけよ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"68/1-41
剣士ディリータ
「落ちつけだと？
落ちついていられるものかッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"ラムザ：外に出ていこうとするディリータを制止する
剣士ラムザ
「どこにいるかもわからないんだ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,あてもなく捜したって意味がないよ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"ディリータ：ラムザの胸ぐらを掴む
剣士ディリータ
「意味がないだと！？
たった一人の妹なんだぞ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ラムザ
「に、兄さんも…
言っていたじゃないか……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"「ティータを見殺しには…しないって…
と…に…かく…今……動いても……
く、苦しいよ……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"ディリータ：ラムザを放す
ラムザ：しりもちをつき、せきこむ
剣士ディリータ
「すまない、ラムザ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"大丈夫か…？
剣士ラムザ
「あ、ああ…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,ゴホッ、ゴホッ…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"アルガス：登場
剣士アルガス
「オレは“絶対”なんて言葉を
“絶対”に信じないけどな。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ラムザ
「兄さんが嘘をついているとでも？
剣士アルガス
「ああ、オレだったら、平民の娘を
助けるなんてことはしないな。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ディリータ
「なんだと…！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士アルガス
「おまえたち平民のために
兵など動かさんと言っているんだ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ディリータ
「き、貴様ッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"ディリータ：アルガスを殴り倒す
ラムザ：ディリータを止める
剣士ラムザ
「よせッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,ディリータ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ディリータ
「離せッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,畜生ッ、離せッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"アルガス：口元をぬぐいつつ
剣士アルガス
「フン、やっぱり平民は所詮、平民だ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,貴族になれやしないッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"「ディリータ、おまえは
ここにいちゃいけないヤツなんだよ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,わかるか、この野郎ッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ディリータ
「言わせておけばッ！！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ラムザ
「やめろッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,ディリータ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,アルガスもいい加減にしろッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"アルガス：立ち上がり、両手を広げ
剣士アルガス
「ラムザ、目を覚ませ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,そいつはオレたちとは違う。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,「わかるだろ、ラムザ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"オレたち貴族とコイツは一緒に
暮らしていけないんだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士ラムザ
「ばかな！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,ディリータは親友だ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,兄弟みたいに暮らしてきたんだ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"剣士アルガス
「だからこそ、目を覚ませ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,友だちごっこはもうおしまいだ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,「きみは名高きベオルブ家の御曹司だ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,貴族の中の貴族だ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,コイツと一緒にいちゃいけない。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"「少なくとも、きみの兄キたちは
そう思っているはずだぜ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"ディリータ：ラムザを振りほどく
剣士ディリータ
「おまえみたいな貴族ばかりじゃない！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,オレはラムザを信じる！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,"ディリータ：ラムザを一瞥し、退場
ラムザ：ディリータを見送った後、アルガスの正面に立ち
剣士ラムザ
「僕の前から消えろ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script110.html,二度と現れるなッ！！
